id	sa_numeric_mean	sa_numeric_sum	sa_scaled_mean	sa_scaled_sum	sentence_count
AMREFNordic-217599042612861	1.0	1	0.5703597068786621	0.5703597068786621	1
AMREFNordic-3108525765826944	1.0	1	0.6224644780158997	0.6224644780158997	1
AMREFNordic-3115310248481829	0.3333333333333333	1	0.22128860155741373	0.6638658046722412	3
AMREFNordic-3160124750667045	1.0	2	0.5939947664737701	1.1879895329475403	2
AMREFNordic-3173175869361933	1.0	1	0.3979378044605255	0.3979378044605255	1
AMREFNordic-3186321498047370	1.0	1	0.44024884700775146	0.44024884700775146	1
AMREFNordic-3216569188355934	1.0	2	0.6473465859889984	1.2946931719779968	2
AMREFNordic-3221829624496557	1.0	1	0.4571341276168823	0.4571341276168823	1
AMREFNordic-3222227617790091	-0.2	-1	-0.03641711473464966	-0.1820855736732483	5
AMREFNordic-3235064059839780	0.0	0	-0.01244276762008667	-0.02488553524017334	2
AMREFNordic-3235258889820297	0.3333333333333333	1	0.27629266182581586	0.8288779854774475	3
AMREFNordic-3237352726277580	1.0	3	0.48733096321423847	1.4619928896427155	3
AMREFNordic-3237402719605914	0.0	0	0.06978095322847366	0.27912381291389465	4
AMREFNordic-3245128765499976	0.0	0	-0.00801423192024231	-0.01602846384048462	2
AMREFNordic-3249827571696762	-1.0	-1	-0.590479850769043	-0.590479850769043	1
AMREFNordic-3251944694818383	0.0	0	0.013187706470489502	0.05275082588195801	4
AMREFNordic-3251954604817392	0.3333333333333333	1	0.22237948576609293	0.6671384572982788	3
AMREFNordic-3251971091482410	1.0	4	0.497215174138546	1.988860696554184	4
AMREFNordic-3251984601481059	1.0	4	0.520450547337532	2.081802189350128	4
AMREFNordic-3252019641477555	1.0	4	0.483235739171505	1.93294295668602	4
AMREFNordic-3254980481181471	-0.5	-2	-0.21698877960443497	-0.8679551184177399	4
AMREFNordic-3262985133714339	0.6	3	0.33131057024002075	1.6565528512001038	5
AMREFNordic-3268047499874769	0.3333333333333333	1	0.21966986854871115	0.6590096056461334	3
AMREFNordic-3268168156529370	1.0	6	0.7478775481383005	4.4872652888298035	6
AMREFNordic-3290684044277781	1.0	1	0.5703597068786621	0.5703597068786621	1
AMREFNordic-3296047830408069	1.0	4	0.668186753988266	2.672747015953064	4
AMREFNordic-3296069263739259	1.0	3	0.49874963363011676	1.4962489008903503	3
AMREFNordic-3296104383735747	0.3333333333333333	1	0.32244264086087543	0.9673279225826263	3
AMREFNordic-3296192077060311	-0.3333333333333333	-1	-0.026033371686935425	-0.07810011506080627	3
AMREFNordic-3319757248037127	-0.3333333333333333	-1	-0.12127225597699483	-0.3638167679309845	3
AMREFNordic-3327928617219990	1.0	4	0.7262904942035675	2.90516197681427	4
AMREFNordic-3330093047003547	0.4	4	0.25445820987224577	2.544582098722458	10
AMREFNordic-3330116463667872	1.0	2	0.863175094127655	1.72635018825531	2
AMREFNordic-3330150663664452	1.0	7	0.5857145615986415	4.100001931190491	7
AMREFNordic-3340294049316780	1.0	2	0.6592637598514557	1.3185275197029114	2
AMREFNordic-3343415565671295	1.0	4	0.5764874219894409	2.3059496879577637	4
AMREFNordic-3371701719509346	-0.3333333333333333	-1	-0.2056176761786143	-0.6168530285358429	3
AMREFNordic-3371714066174778	0.6	3	0.4014984965324402	2.007492482662201	5
AMREFNordic-3374357322577119	-0.7142857142857143	-10	-0.3685489445924759	-5.1596852242946625	14
AMREFNordic-3381872311825620	-0.5	-2	-0.2663862258195877	-1.0655449032783508	4
AMREFNordic-3381889621823889	0.0	0	-0.01966426521539688	-0.07865706086158752	4
AMREFNordic-3395189487160569	1.0	1	0.8617395758628845	0.8617395758628845	1
AMREFNordic-3398047666874751	0.3333333333333333	4	0.18711051593224207	2.245326191186905	12
AMREFNordic-3400542449958606	0.0	0	-0.04202731847763062	-0.42027318477630615	10
AMREFNordic-601141070463209	1.0	1	0.5703597068786621	0.5703597068786621	1
ActionAidSweden-10157724230248361	-0.6	-3	-0.3711471915245056	-1.855735957622528	5
