id	sa_numeric_mean	sa_numeric_sum	sa_scaled_mean	sa_scaled_sum	sentence_count
AMREFNordic-1152564321423108	1.0	2	0.6129280626773834	1.2258561253547668	2
AMREFNordic-1152689281410612	0.2	1	0.1567401647567749	0.7837008237838745	5
AMREFNordic-1155378134475060	-1.0	-1	-0.49193739891052246	-0.49193739891052246	1
AMREFNordic-1155379041141636	1.0	1	0.5216951966285706	0.5216951966285706	1
AMREFNordic-1155984904414383	0.3333333333333333	1	0.20176291465759277	0.6052887439727783	3
AMREFNordic-1221441237868749	1.0	4	0.5942082405090332	2.376832962036133	4
AMREFNordic-1225684594111080	0.3333333333333333	2	0.1885765939950943	1.1314595639705658	6
ActionAidSweden-10153662845893361	0.7142857142857143	5	0.3720060672078814	2.6040424704551697	7
ActionAidSweden-10153666374363361	-0.2	-1	-0.038068336248397824	-0.19034168124198914	5
ActionAidSweden-10153669909933361	1.0	2	0.45144109427928925	0.9028821885585785	2
ActionAidSweden-10153674920113361	0.5	2	0.34217995405197144	1.3687198162078857	4
ActionAidSweden-10153680283043361	-0.2	-1	-0.10179759263992309	-0.5089879631996155	5
ActionAidSweden-10153683436868361	-0.3333333333333333	-1	-0.11303131779034932	-0.339093953371048	3
ActionAidSweden-10153693518303361	1.0	3	0.53740726908048	1.6122218072414398	3
ActionAidSweden-10153700338788361	-0.2	-1	-0.02583308219909668	-0.1291654109954834	5
ActionAidSweden-10153702212158361	0.14285714285714285	1	0.14369976946285792	1.0058983862400055	7
ActionAidSweden-10153703157708361	0.6	3	0.3604780912399292	1.802390456199646	5
ActionAidSweden-10153713612773361	-0.14285714285714285	-1	-0.07926842996052333	-0.5548790097236633	7
ActionAidSweden-10153715106838361	0.5	2	0.2883438915014267	1.1533755660057068	4
ActionAidSweden-10153716916778361	0.0	0	0.007038936018943787	0.04223361611366272	6
ActionAidSweden-10153716951768361	0.6666666666666666	4	0.4543708860874176	2.7262253165245056	6
ActionAidSweden-10153718823208361	1.0	5	0.5826080858707428	2.913040429353714	5
ActionAidSweden-10153724463498361	0.5	2	0.2942510172724724	1.1770040690898895	4
ActionAidSweden-10153726629963361	1.0	1	0.7424695491790771	0.7424695491790771	1
ActionAidSweden-10153730489323361	0.6	3	0.41336822509765625	2.0668411254882812	5
ActionAidSweden-10153732766753361	0.3333333333333333	1	0.24343999226888022	0.7303199768066406	3
ActionAidSweden-10153738516008361	1.0	5	0.6755512833595276	3.377756416797638	5
ActionAidSweden-10153742166093361	0.6	3	0.3042021572589874	1.5210107862949371	5
ActionAidSweden-10153746175888361	0.2	1	0.16960514783859254	0.8480257391929626	5
ActionAidSweden-10153754246818361	1.0	4	0.6145532131195068	2.4582128524780273	4
ActionAidSweden-10153759466143361	0.6	3	0.43078898191452025	2.1539449095726013	5
ActionAidSweden-10153759752738361	0.3333333333333333	1	0.23009582360585532	0.6902874708175659	3
ActionAidSweden-10153761381588361	0.2	1	0.18118112087249755	0.9059056043624878	5
ActionAidSweden-10153763586388361	0.5	2	0.31362971663475037	1.2545188665390015	4
ActionAidSweden-10153793177708361	1.0	3	0.8117406964302063	2.435222089290619	3
ActionAidSweden-10153810299393361	0.8	4	0.4707804977893829	2.3539024889469147	5
ActionAidSweden-10153817128908361	1.0	4	0.620506726205349	2.482026904821396	4
ActionAidSweden-10153823215353361	1.0	6	0.5525089651346207	3.315053790807724	6
ActionAidSweden-10153833627098361	0.3333333333333333	2	0.21886196235815683	1.313171774148941	6
ActionAidSweden-10153840170998361	0.3333333333333333	2	0.1396907369295756	0.8381444215774536	6
ActionAidSweden-10153848920248361	0.5	4	0.27220163121819496	2.1776130497455597	8
ActionAidSweden-10153854823358361	0.6	3	0.40015949606895446	2.0007974803447723	5
ActionAidSweden-10153862155128361	-0.375	-3	-0.2574988380074501	-2.059990704059601	8
ActionAidSweden-10153868408198361	1.0	6	0.5590528249740601	3.3543169498443604	6
ActionAidSweden-10153870848788361	0.3333333333333333	2	0.22326182822386423	1.3395709693431854	6
ActionAidSweden-10153879080378361	1.0	8	0.5395158156752586	4.316126525402069	8
ActionAidSweden-10153885572238361	0.5	2	0.24469441920518875	0.978777676820755	4
ActionAidSweden-10153896373623361	-1.0	-7	-0.5833264589309692	-4.083285212516785	7
ActionAidSweden-10153901144258361	-0.5	-4	-0.282192699611187	-2.257541596889496	8
ActionAidSweden-10153907768653361	0.0	0	0.031359593976627693	0.34495553374290466	11
ActionAidSweden-10153910132613361	0.0	0	0.015023643771807352	0.09014186263084412	6
ActionAidSweden-10153912143948361	0.0	0	-0.022823234399159748	-0.1369394063949585	6
ActionAidSweden-10153914212763361	0.625	5	0.34785832092165947	2.7828665673732758	8
ActionAidSweden-10153916334613361	-1.0	-8	-0.627350814640522	-5.018806517124176	8
ActionAidSweden-10153922803473361	-0.3333333333333333	-3	-0.19634950823254055	-1.767145574092865	9
ActionAidSweden-10153924903568361	0.6666666666666666	8	0.4223274315396945	5.067929178476334	12
