id	sa_numeric_mean	sa_numeric_sum	sa_scaled_mean	sa_scaled_sum	sentence_count
AMREFNordic-2502113216468205	1.0	1	0.6738792657852173	0.6738792657852173	1
AMREFNordic-2510284278984432	1.0	2	0.5397758781909943	1.0795517563819885	2
AMREFNordic-2547964995216360	1.0	1	0.5703597068786621	0.5703597068786621	1
ActionAidSweden-10156883782793361	0.6	3	0.2861952781677246	1.430976390838623	5
ActionAidSweden-10156887411278361	0.0	0	0.01091940701007843	0.04367762804031372	4
ActionAidSweden-10156892224488361	0.6	3	0.34182449579238894	1.7091224789619446	5
ActionAidSweden-10156899089463361	0.3333333333333333	1	0.2655019958813985	0.7965059876441956	3
ActionAidSweden-10156900561278361	0.0	0	-0.010584183037281036	-0.042336732149124146	4
ActionAidSweden-10156909882583361	1.0	1	0.8232425451278687	0.8232425451278687	1
ActionAidSweden-10156912871188361	-0.2	-1	-0.15614379644393922	-0.780718982219696	5
ActionAidSweden-10156915168808361	0.5	2	0.36732064187526703	1.4692825675010681	4
ActionAidSweden-10156924071428361	-1.0	-3	-0.5575495560963949	-1.6726486682891846	3
ActionAidSweden-10156930591263361	0.0	0	-0.044923678040504456	-0.17969471216201782	4
ActionAidSweden-10156932265038361	0.3333333333333333	1	0.11828381816546123	0.35485145449638367	3
ActionAidSweden-10156945465423361	0.3333333333333333	1	0.22043576836585999	0.66130730509758	3
ActionAidSweden-10156960941708361	-0.3333333333333333	-1	-0.2396558920542399	-0.7189676761627197	3
ActionAidSweden-10156975450573361	0.3333333333333333	2	0.21683460474014282	1.301007628440857	6
ActionAidSweden-10156975978158361	0.3333333333333333	1	0.22557681798934937	0.6767304539680481	3
ActionAidSweden-10156982588198361	0.2	1	0.20548914670944213	1.0274457335472107	5
ActionAidSweden-10157003415463361	-1.0	-5	-0.6140108346939087	-3.0700541734695435	5
ActionAidSweden-10157007806428361	-0.14285714285714285	-1	-0.04503556660243443	-0.315248966217041	7
ActionAidSweden-10157016000173361	-0.3333333333333333	-2	-0.09032461047172546	-0.5419476628303528	6
ActionAidSweden-10157023048763361	0.2	1	0.13646376729011536	0.6823188364505768	5
ActionAidSweden-10157030702848361	0.0	0	-0.029842277367909748	-0.1790536642074585	6
ActionAidSweden-10157036698653361	-0.6	-3	-0.28362627029418946	-1.4181313514709473	5
ActionAidSweden-10157039442333361	0.3333333333333333	3	0.23831252257029215	2.1448127031326294	9
ActionAidSweden-10157046216468361	1.0	3	0.769706110159556	2.309118330478668	3
ActionAidSweden-10157049016773361	0.3333333333333333	1	0.322551687558492	0.9676550626754761	3
ActionAidSweden-10157054677563361	0.0	0	-0.08249359826246898	-0.49496158957481384	6
ActionAidSweden-10157072157068361	-0.25	-2	-0.1457366868853569	-1.1658934950828552	8
ActionAidSweden-10157081590548361	0.0	0	0.009974225000901655	0.10971647500991821	11
ActionAidSweden-10157100153263361	0.0	0	-0.0505591556429863	-0.2022366225719452	4
ActionAidSweden-10157119049223361	0.5	2	0.2792595624923706	1.1170382499694824	4
ActionAidSweden-10157138639993361	1.0	7	0.5440545209816524	3.8083816468715668	7
ActionAidSweden-10157150122218361	0.5	5	0.30178660750389097	3.01786607503891	10
ActionAidSweden-10157173370193361	-0.5	-6	-0.23755346486965814	-2.850641578435898	12
ActionAidSweden-10157173380773361	-0.3333333333333333	-4	-0.187961146235466	-2.255533754825592	12
ActionAidSweden-10157238997208361	1.0	4	0.5356280356645584	2.1425121426582336	4
ActionAidSweden-10157266739763361	-0.4166666666666667	-5	-0.2213371197382609	-2.656045436859131	12
ActionAidSweden-10157282069558361	1.0	2	0.46178634464740753	0.9235726892948151	2
ActionAidSweden-2010228139279595	1.0	1	0.5703597068786621	0.5703597068786621	1
Afghanistankommitten-10156774310547860	1.0	3	0.570258766412735	1.710776299238205	3
Afghanistankommitten-10156774324672860	0.0	0	-0.07713046669960022	-0.15426093339920044	2
Afghanistankommitten-10156774327742860	-1.0	-2	-0.4708699584007263	-0.9417399168014526	2
Afghanistankommitten-10156809185152860	1.0	4	0.6063893735408783	2.425557494163513	4
Afghanistankommitten-10156809208772860	-0.3333333333333333	-2	-0.16903109848499298	-1.0141865909099579	6
Afghanistankommitten-10156810594672860	0.3333333333333333	1	0.3094553252061208	0.9283659756183624	3
Afghanistankommitten-10156810607012860	-1.0	-2	-0.7695797681808472	-1.5391595363616943	2
Afghanistankommitten-10156810629717860	-0.5	-2	-0.21198339015245438	-0.8479335606098175	4
Afghanistankommitten-10156810772262860	0.6	3	0.2588566780090332	1.294283390045166	5
Afghanistankommitten-10156810799472860	0.3333333333333333	1	0.241473654905955	0.724420964717865	3
Afghanistankommitten-10156813224337860	0.7142857142857143	5	0.4018041065761021	2.812628746032715	7
Afghanistankommitten-10156814656607860	0.6666666666666666	4	0.35595572491486865	2.135734349489212	6
Afghanistankommitten-10156814723977860	1.0	3	0.49141162633895874	1.4742348790168762	3
Afghanistankommitten-10156814729717860	-0.6	-3	-0.31305705904960635	-1.5652852952480316	5
Afghanistankommitten-10156814738387860	0.6666666666666666	4	0.3760488082965215	2.256292849779129	6
Afghanistankommitten-10156818962797860	-0.2	-1	-0.12393907904624939	-0.619695395231247	5
Afghanistankommitten-10156821217807860	-1.0	-2	-0.5337704122066498	-1.0675408244132996	2
Afghanistankommitten-10156821664317860	1.0	1	0.5703597068786621	0.5703597068786621	1
