id	sa_numeric_mean	sa_numeric_sum	sa_scaled_mean	sa_scaled_sum	sentence_count
AMREFNordic-1252683361411203	0.75	3	0.4043665751814842	1.617466300725937	4
AMREFNordic-1253489704663902	1.0	3	0.6234374046325684	1.870312213897705	3
AMREFNordic-1253500501329489	1.0	3	0.6756924192110697	2.0270772576332092	3
AMREFNordic-1290297370983135	1.0	1	0.567279040813446	0.567279040813446	1
AMREFNordic-1357494707596734	0.3333333333333333	1	0.15446553627649942	0.4633966088294983	3
AMREFNordic-1392634124082792	-1.0	-2	-0.5173824429512024	-1.0347648859024048	2
AMREFNordic-1407730689239802	-1.0	-1	-0.5028245449066162	-0.5028245449066162	1
AMREFNordic-1418251718187699	1.0	1	0.5703597068786621	0.5703597068786621	1
ActionAidSweden-10154216800773361	0.6666666666666666	4	0.40931185086568195	2.455871105194092	6
ActionAidSweden-10154227698943361	0.5	2	0.3198966607451439	1.2795866429805756	4
ActionAidSweden-10154234879388361	0.6666666666666666	4	0.42861300706863403	2.571678042411804	6
ActionAidSweden-10154247547908361	0.0	0	-0.005949745575586955	-0.03569847345352173	6
ActionAidSweden-10154277544613361	0.2	1	0.004958963394165039	0.024794816970825195	5
ActionAidSweden-10154277627408361	1.0	5	0.6278921961784363	3.1394609808921814	5
ActionAidSweden-10154312157198361	0.5	2	0.39542368054389954	1.5816947221755981	4
ActionAidSweden-10154323772063361	1.0	4	0.5789202749729156	2.3156810998916626	4
ActionAidSweden-10154390220158361	0.14285714285714285	1	0.04570837106023516	0.3199585974216461	7
ActionAidSweden-10154393426288361	0.3333333333333333	1	0.2182706594467163	0.6548119783401489	3
ActionAidSweden-10154412230928361	-0.6	-3	-0.27054229378700256	-1.3527114689350128	5
ActionAidSweden-10154435094008361	0.0	0	0.03853796124458313	0.3853796124458313	10
ActionAidSweden-10154456802823361	0.0	0	0.16500463088353476	0.9900277853012085	6
ActionAidSweden-10154478047183361	-0.1111111111111111	-1	0.00023928615781995986	0.0021535754203796387	9
ActionAidSweden-10154483825863361	0.0	0	0.009342670440673828	0.018685340881347656	2
ActionAidSweden-10154495623278361	-0.5	-2	-0.35311345756053925	-1.412453830242157	4
ActionAidSweden-10154501843313361	0.0	0	0.03821606934070587	0.1528642773628235	4
ActionAidSweden-10154504418258361	0.6666666666666666	4	0.4552454600731532	2.731472760438919	6
ActionAidSweden-10154516560753361	0.0	0	-0.05801837891340256	-0.23207351565361023	4
ActionAidSweden-10154521944618361	-0.07692307692307693	-1	-0.08343810760057889	-1.0846953988075256	13
ActionAidSweden-10154533679333361	-0.25	-2	-0.16738343983888626	-1.33906751871109	8
ActionAidSweden-10154533806928361	0.5555555555555556	5	0.347609281539917	3.128483533859253	9
ActionAidSweden-10154536605158361	1.0	2	0.6565659940242767	1.3131319880485535	2
ActionAidSweden-10154539638503361	0.0	0	0.0902995765209198	0.1805991530418396	2
ActionAidSweden-10154543220898361	-0.42857142857142855	-3	-0.273070752620697	-1.9114952683448792	7
ActionAidSweden-10154566114478361	1.0	2	0.5172340422868729	1.0344680845737457	2
ActionAidSweden-10154573103648361	0.5	4	0.2183501124382019	1.7468008995056152	8
ActionAidSweden-10154589128228361	0.25	2	0.19449304044246674	1.5559443235397339	8
ActionAidSweden-10154609590413361	0.3333333333333333	2	0.09833397964636485	0.5900038778781891	6
ActionAidSweden-10154636804053361	0.2	1	0.21483877301216125	1.0741938650608063	5
ActionAidSweden-10154637148088361	-1.0	-4	-0.7019389122724533	-2.8077556490898132	4
